variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
b_base_solutionmistral__LVACMLVDCinterlinkconverter:context_indicator,0.2075110070092478,0.20581018490576594,0.23756217891104445,0.24043500261366457,-0.17733409777851694,0.6048911287398872,1.0003621532018852,16935.45071911803,5423.076652579751
b_base_solutionphi4__LVACMLVDCinterlinkconverter:context_indicator,1.952951346205853,1.9506605266580883,0.272091020760938,0.26694221958402614,1.5008163343056649,2.4079386163644547,1.0003787112050362,14791.94466978948,5330.393022251644
b_base_solutiongemma3__NetworkdesigntoolforDCsolutions:context_indicator,0.12279510220288781,0.12168611185286206,0.2583052989863257,0.2650424613785083,-0.30031888348498686,0.5494129731475452,1.0001656363556668,15654.065043790315,5703.537178554141
b_base_solutionllama__NetworkdesigntoolforDCsolutions:context_indicator,0.5379665259736321,0.5357633400764408,0.2463850056695092,0.24575999526679493,0.13445362413932654,0.941301939492719,1.000057737107304,14742.386010446331,5448.12818416754
b_base_solutionmistral__NetworkdesigntoolforDCsolutions:context_indicator,1.3901869095386268,1.3591224472928172,1.09362249970252,1.0673880534634057,-0.32121360396653964,3.2723793819087454,0.9999808764765775,13677.004523826405,5959.96783676141
b_base_solutionphi4__NetworkdesigntoolforDCsolutions:context_indicator,2.4355736976082403,2.374396866363163,0.9186910622631526,0.9212681827305751,1.0236378271662887,4.050614595366131,1.0017854160307025,16120.15114146656,5411.31147723067
b_base_solutiongemma3__ProtectionDCsystemdesigntool:context_indicator,4.715061009508058,4.664873279049049,0.68568774448562,0.6758868610058373,3.6773025994981237,5.907925178896059,1.0005680434693416,15502.26687686262,5815.386695365891
b_base_solutionllama__ProtectionDCsystemdesigntool:context_indicator,0.5126610006210488,0.5127988389914281,0.23874880548101893,0.23896394539265572,0.1222802341120407,0.9065370442883675,1.0013258466957755,16229.103847340986,5611.897058112207
b_base_solutionmistral__ProtectionDCsystemdesigntool:context_indicator,2.2860311990830695,2.280061063585775,0.2865101789068251,0.29213647442252594,1.8280291510384385,2.7672651058663194,1.0003553865998283,18197.032033202846,5561.930143623461
b_base_solutionphi4__ProtectionDCsystemdesigntool:context_indicator,2.428250526474862,2.3760929882011252,0.8841835092864303,0.8759574473793196,1.0778679005132759,3.9631836501816786,1.0015539699763378,17238.422222276702,5635.726458844002
b_base_solutiongemma3__SemiconductorMbasedcircuitbreaker:context_indicator,1.4075479796652106,1.3778988735254472,1.0758342353687447,1.0531776027354853,-0.2991835826590079,3.238285589942977,1.0005884477546245,13301.818375393379,5565.627298714163
b_base_solutionllama__SemiconductorMbasedcircuitbreaker:context_indicator,4.7629404365195125,4.733732492059715,0.5675767689321293,0.5532411104940119,3.885536303229776,5.76482177788316,0.9999096788683691,13125.9291652746,5504.014357037362
b_base_solutionmistral__SemiconductorMbasedcircuitbreaker:context_indicator,5.3498970867840265,5.326067743099835,0.5001052390734497,0.49178198676817053,4.564500489855447,6.220374488723483,1.0022821542843667,16582.167459759603,4555.975877589057
b_base_solutionphi4__SemiconductorMbasedcircuitbreaker:context_indicator,2.5085176214149008,2.4571022157650826,0.8688193016546127,0.8658517059971825,1.1808571345015042,4.003638289518706,1.0002445234116177,15954.196246532669,5826.218222035761
b_base_solutiongemma3__SmartandsustainableDCcables:context_indicator,3.2024884082594762,3.143514282399743,0.8259348875445207,0.8078051500960177,1.9526962257598146,4.648459539228108,1.000958764291336,15275.334107234752,5018.049649650042
b_base_solutionllama__SmartandsustainableDCcables:context_indicator,0.3442258134710959,0.3431344760598253,0.23085481718149883,0.22896537787952656,-0.038395138542586346,0.7245541998908074,1.0000103220781313,14988.160725491716,5245.087549734282
b_base_solutionmistral__SmartandsustainableDCcables:context_indicator,-2.078940898887281,-2.0713740355154897,0.28473502790885735,0.2809306589015898,-2.558978089979777,-1.6283664316307167,1.000710519048477,14826.43662285611,5941.595176548908
b_base_solutionphi4__SmartandsustainableDCcables:context_indicator,1.4057202985761428,1.3492201873579426,1.0946218952065323,1.0849046793700206,-0.30914108294550724,3.3138313770420154,1.0003808635603597,14216.439823627372,5745.321619600378
b_base_solutiongemma3__SolidMstatecircuitbreaker:context_indicator,1.4010188648800008,1.3512836672915238,1.1089030455105882,1.0867070436778579,-0.3309598110724343,3.3267246326444373,1.0006054800020905,15567.683286198077,5942.344784624782
b_base_solutionllama__SolidMstatecircuitbreaker:context_indicator,3.8825842166555162,3.8617270492897147,0.4244676299386779,0.42109573339063844,3.217623516522447,4.603210632173762,1.0002429773929922,15146.695599161732,4912.18005354634
b_base_solutionmistral__SolidMstatecircuitbreaker:context_indicator,4.972877313210568,4.920024285676403,0.6778831375669636,0.683632938659755,3.9523159517557773,6.178204709539278,1.0007591207750266,14590.925536566203,4973.530328938192
